"Query",Target
Pesquisar publicações desde 2000,"""DP>=2000"""
Encontrar livros publicados até 1999,"""DP<=1999"""
Listar registros de 2010 a 2020,"""DP>=2010  AND DP<=2020"""
Mostre documentos publicados em 2021,"""DP=2021"""
Pesquisar publicações do editor ABC,"""EDT=ABC"""
Encontrar livros do editor XYZ,"""EDT=XYZ"""
Listar registros do editor DEF,"""EDT=DEF"""
Mostre documentos do editor GHI,"""EDT=GHI"""
Pesquisar publicações em português,"""LANG=português"""
Encontrar livros em inglês,"""LANG=inglês"""
Listar registros em francês,"""LANG=francês"""
Mostre documentos em espanhol,"""LANG=espanhol"""
Pesquisar tipo de documento livro,"""TDOC=livro"""
Encontrar tipo de documento artigo,"""TDOC=artigo"""
Listar registros tipo de documento tese,"""TDOC=tese"""
Mostre documentos tipo de documento relatório,"""TDOC=relatório"""
Pesquisar entradas desde 2020,"""DT>=2020"""
Encontrar entradas até 2019,"""DT<=2019"""
Listar registros de entrada em 2021,"""DT=2021"""
Mostre documentos de entrada em 2022,"""DT=2022"""
Pesquisar depósito legal 12345,"""DL=12345"""
Encontrar depósito legal 67890,"""DL=67890"""
Listar registros com depósito legal 54321,"""DL=54321"""
Mostre documentos com depósito legal 98765,"""DL=98765"""
Pesquisar cota ABC123,"""CT=ABC123"""
Encontrar cota XYZ789,"""CT=XYZ789"""
Listar registros com cota DEF456,"""CT=DEF456"""
Mostre documentos com cota GHI012,"""CT=GHI012"""
Pesquisar publicações na biblioteca central,"""BIB=central"""
Encontrar livros na biblioteca estadual,"""BIB=estadual"""
Listar registros na biblioteca municipal,"""BIB=municipal"""
Mostre documentos na biblioteca universitária,"""BIB=universitária"""
Pesquisar suporte digital,"""TSUP=digital"""
Encontrar suporte físico,"""TSUP=físico"""
Listar registros com suporte eletrônico,"""TSUP=eletrônico"""
Mostre documentos com suporte impresso,"""TSUP=impresso"""
Pesquisar fundo histórico,"""FUND=histórico"""
Encontrar fundo científico,"""FUND=científico"""
Listar registros no fundo literário,"""FUND=literário"""
Mostre documentos no fundo cultural,"""FUND=cultural"""
Pesquisar número de registo 00123,"""CBAR=00123"""
Encontrar número de registo 45678,"""CBAR=45678"""
Listar registros com número de registo 98765,"""CBAR=98765"""
Mostre documentos com número de registo 54321,"""CBAR=54321"""
Pesquisar inventário 1001,"""NINV=1001"""
Encontrar inventário 2002,"""NINV=2002"""
Listar registros com inventário 3003,"""NINV=3003"""
Mostre documentos com inventário 4004,"""NINV=4004"""
Pesquisar data do exemplar desde 2015,"""DEX>=2015"""
Encontrar data do exemplar até 2010,"""DEX<=2010"""
Listar registros com data do exemplar em 2019,"""DEX=2019"""
Mostre documentos com data do exemplar em 2020,"""DEX=2020"""
Pesquisar publicações na sub-biblioteca de ciências,"""SBIB=ciências"""
Encontrar livros na sub-biblioteca de artes,"""SBIB=artes"""
Listar registros na sub-biblioteca de tecnologia,"""SBIB=tecnologia"""
Mostre documentos na sub-biblioteca de humanidades,"""SBIB=humanidades"""
Pesquisar folha cartográfica 1234,"""FL=1234"""
Encontrar folha cartográfica 5678,"""FL=5678"""
Listar registros com folha cartográfica 9101,"""FL=9101"""
Mostre documentos com folha cartográfica 1121,"""FL=1121"""
Pesquisar série cartográfica A123,"""SE=A123"""
Encontrar série cartográfica B456,"""SE=B456"""
Listar registros com série cartográfica C789,"""SE=C789"""
Mostre documentos com série cartográfica D012,"""SE=D012"""
Pesquisar escala cartográfica 1:50000,"""ES=1:50000"""
Encontrar escala cartográfica 1:100000,"""ES=1:100000"""
Listar registros com escala cartográfica 1:25000,"""ES=1:25000"""
Mostre documentos com escala cartográfica 1:200000,"""ES=1:200000"""
Pesquisar publicações sobre ODS,"""ODS=desenvolvimento sustentável"""
Encontrar livros sobre ODS,"""ODS=desenvolvimento sustentável"""
Listar registros sobre ODS,"""ODS=desenvolvimento sustentável"""
Mostre documentos sobre ODS,"""ODS=desenvolvimento sustentável"""
Pesquisar livros para faixa etária infantil,"""FE=infantil"""
Encontrar publicações para faixa etária juvenil,"""FE=juvenil"""
Listar registros para faixa etária adulto,"""FE=adulto"""
Mostre documentos para faixa etária idoso,"""FE=idoso"""
Pesquisar livros recomendados por professores,"""REC=professores"""
Encontrar publicações recomendadas por especialistas,"""REC=especialistas"""
Listar registros recomendados por bibliotecários,"""REC=bibliotecários"""
Mostre documentos recomendados por críticos,"""REC=críticos"""
Pesquisar publicações com CLA 321.54,"""CLA=321.54"""
Encontrar artigo com CLA 876.1,"""CLA=876.1"""
Listar registros relacionados à CLA 654.32,"""CLA=654.32"""
Mostre documentos sobre CLA 109.87,"""CLA=109.87"""
Pesquisar livro com ISBN 978-0-19-852663-6,"""ISBN=978-0-19-852663-6"""
Encontrar publicação com ISBN 978-0-415-06622-0,"""ISBN=978-0-415-06622-0"""
Listar registros com ISBN 0-465-07152-7,"""ISBN=0-465-07152-7"""
Mostre documentos com ISBN 978-0-393-02743-1,"""ISBN=978-0-393-02743-1"""
Pesquisar revista com ISSN 4321-8765,"""ISSN=4321-8765"""
Pesquisar publicações sobre Camões desde 1990, "AUT=Camões  AND DP>=1990"
Encontrar livros de Fern ANDo Pessoa com ISBN 978-3-16-148410-0, "AUT=Fern ANDo Pessoa  AND ISBN=978-3-16-148410-0"
Listar registros relacionados à literatura brasileira na coleção matemática, "ASS=literatura brasileira  AND COLE=matemática"
Mostre documentos sobre poesia portuguesa até 2005, "ASS=poesia portuguesa  AND DP<=2005"
Pesquisar publicações em português com ISBN 978-1-4028-9462-6, "LANG=português  AND ISBN=978-1-4028-9462-6"
Encontrar publicações com ISSN 1234-5678 do tipo artigo, "ISSN=1234-5678  AND TDOC=artigo"
Listar registros da coleção história desde 2010, "COLE=história  AND DP>=2010"
Mostre documentos de Machado de Assis até 2000, "AUT=Machado de Assis  AND DP<=2000"
Pesquisar livros físicos desde 2015, "TSUP=físico  AND DP>=2015"
 Encontrar livros com depósito legal 12345 em inglês, "DL=12345  AND LANG=inglês"
 Listar registros na biblioteca central com suporte digital, "BIB=central  AND TSUP=digital"
 Mostre documentos na sub-biblioteca de ciências do tipo tese, "SBIB=ciências  AND TDOC=tese"
 Pesquisar publicações até 2010 com cota ABC123, "DP<=2010  AND CT=ABC123"
 Encontrar publicações no fundo histórico com cota XYZ789, "FUND=histórico  AND CT=XYZ789"
 Listar registros com número de registro 00123 e inventário 1001, "CBAR=00123  AND NINV=1001"
 Mostre documentos com recomendação de professores desde 2018, "REC=professores  AND DEX>=2018"
 Pesquisar livros infantis desde 2015, "FE=infantil  AND DP>=2015"
 Encontrar obras de arte com folha cartográfica 1234, "SE=arte  AND FL=1234"
 Listar registros de física teórica desde 2005, "ASS=física teórica  AND DP>=2005"
 Mostre documentos sobre literatura africana até 2007, "ASS=literatura africana  AND DP<=2007"
 Pesquisar publicações com ISBN 978-0-19-852663-6, "ISBN=978-0-19-852663-6"
 Encontrar publicações com ISSN 4321-8765, "ISSN=4321-8765"
 Listar registros de ciência política desde 2010, "ASS=ciência política  AND DP>=2010"
 Mostre documentos de filosofia até 2000, "ASS=filosofia  AND DP<=2000"
 Pesquisar publicações sobre literatura russa desde 1995, "ASS=literatura russa  AND DP>=1995"
 Encontrar publicações sobre arte moderna até 2010, "ASS=arte moderna  AND DP<=2010"
 Listar registros de química orgânica desde 2015, "ASS=química orgânica  AND DP>=2015"
 Mostre documentos sobre biologia marinha até 2008, "ASS=biologia marinha  AND DP<=2008"
 Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
 Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
 Listar registros de física experimental desde 2010, "ASS=física experimental  AND DP>=2010"
 Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
 Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
 Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
 Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
 Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
 Pesquisar publicações com ISBN 978-3-16-148410-0, "ISBN=978-3-16-148410-0"
 Encontrar publicações com ISSN 1234-5678, "ISSN=1234-5678"
 Listar registros de física nuclear desde 2010, "ASS=física nuclear  AND DP>=2010"
 Mostre documentos sobre literatura italiana até 2005, "ASS=literatura italiana  AND DP<=2005"
 Pesquisar publicações sobre história contemporânea desde 1990, "ASS=história contemporânea  AND DP>=1990"
 Encontrar publicações sobre geografia física até 2015, "ASS=geografia física  AND DP<=2015"
 Listar registros de matemática pura desde 2018, "ASS=matemática pura  AND DP>=2018"
 Mostre documentos sobre economia global até 2007, "ASS=economia global  AND DP<=2007"
 Pesquisar publicações com ISBN 978-0-19-852663-6, "ISBN=978-0-19-852663-6"
 Encontrar publicações com ISSN 4321-8765, "ISSN=4321-8765"
 Listar registros de história medieval desde 2010, "ASS=história medieval  AND DP>=2010"
 Mostre documentos sobre sociologia até 2005, "ASS=sociologia  AND DP<=2005"
 Pesquisar publicações sobre arte contemporânea desde 1990, "ASS=arte contemporânea  AND DP>=1990"
 Encontrar publicações sobre música clássica até 2015, "ASS=música clássica  AND DP<=2015"
 Listar registros de engenharia civil desde 2018, "ASS=engenharia civil  AND DP>=2018"
 Mostre documentos sobre ciência política global até 2007, "ASS=ciência política global  AND DP<=2007"
 Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
 Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
 Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
 Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
 Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
 Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
 Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
 Pesquisar publicações sobre Camões desde 1990, "AUT=Camões  AND DP>=1990"
Encontrar livros de Fern ANDo Pessoa com ISBN 978-3-16-148410-0, "AUT=Fern ANDo Pessoa  AND ISBN=978-3-16-148410-0"
Listar registros relacionados à literatura brasileira na coleção matemática, "ASS=literatura brasileira  AND COLE=matemática"
Mostrar documentos sobre poesia portuguesa até 2005, "ASS=poesia portuguesa  AND DP<=2005"
Pesquisar publicações em português com ISBN 978-1-4028-9462-6, "LANG=português  AND ISBN=978-1-4028-9462-6"
Listar registros da coleção história desde 2010, "COLE=história  AND DP>=2010"
Mostrar documentos de Machado de Assis até 2000, "AUT=Machado de Assis  AND DP<=2000"
Pesquisar livros físicos desde 2015, "TSUP=físico  AND DP>=2015"
Encontrar livros com depósito legal 12345 em inglês, "DL=12345  AND LANG=inglês"
Listar registros na biblioteca central com suporte digital, "BIB=central  AND TSUP=digital"
Mostrar documentos na sub-biblioteca de ciências do tipo tese, "SBIB=ciências  AND TDOC=tese"
Pesquisar publicações até 2010 com cota ABC123, "DP<=2010  AND CT=ABC123"
Encontrar publicações no fundo histórico com cota XYZ789, "FUND=histórico  AND CT=XYZ789"
Listar registros com número de registro 00123 e inventário 1001, "CBAR=00123  AND NINV=1001"
Mostrar documentos com recomendação de professores desde 2018, "REC=professores  AND DEX>=2018"
Pesquisar livros infantis desde 2015, "FE=infantil  AND DP>=2015"
Encontrar obras de arte com folha cartográfica 1234, "SE=arte  AND FL=1234"
Listar registros de física teórica desde 2005, "ASS=física teórica  AND DP>=2005"
Mostrar documentos sobre literatura africana até 2007, "ASS=literatura africana  AND DP<=2007"
Listar registros de ciência política desde 2010, "ASS=ciência política  AND DP>=2010"
Mostrar documentos de filosofia até 2000, "ASS=filosofia  AND DP<=2000"
Pesquisar publicações sobre literatura russa desde 1995, "ASS=literatura russa  AND DP>=1995"
Encontrar publicações sobre arte moderna até 2010, "ASS=arte moderna  AND DP<=2010"
Listar registros de química orgânica desde 2015, "ASS=química orgânica  AND DP>=2015"
Mostrar documentos sobre biologia marinha até 2008, "ASS=biologia marinha  AND DP<=2008"
Listar registros de física experimental desde 2010, "ASS=física experimental  AND DP>=2010"
Mostrar documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=20"
Pesquisar publicações sobre Camões desde 1990, "AUT=Camões  AND DP>=1990"
Encontrar livros de Fern ANDo Pessoa com ISBN 978-3-16-148410-0, "AUT=Fern ANDo Pessoa  AND ISBN=978-3-16-148410-0"
Listar registros relacionados à literatura brasileira na coleção matemática, "ASS=literatura brasileira  AND COLE=matemática"
Mostre documentos sobre poesia portuguesa até 2005, "ASS=poesia portuguesa  AND DP<=2005"
Pesquisar publicações em português com ISBN 978-1-4028-9462-6, "LANG=português  AND ISBN=978-1-4028-9462-6"
Encontrar publicações com ISSN 1234-5678 do tipo artigo, "ISSN=1234-5678  AND TDOC=artigo"
Listar registros da coleção história desde 2010, "COLE=história  AND DP>=2010"
Mostre documentos de Machado de Assis até 2000, "AUT=Machado de Assis  AND DP<=2000"
Pesquisar livros físicos desde 2015, "TSUP=físico  AND DP>=2015"
Encontrar livros com depósito legal 12345 em inglês, "DL=12345  AND LANG=inglês"
Listar registros na biblioteca central com suporte digital, "BIB=central  AND TSUP=digital"
Mostre documentos na sub-biblioteca de ciências do tipo tese, "SBIB=ciências  AND TDOC=tese"
Pesquisar publicações até 2010 com cota ABC123, "DP<=2010  AND CT=ABC123"
Encontrar publicações no fundo histórico com cota XYZ789, "FUND=histórico  AND CT=XYZ789"
Listar registros com número de registro 00123 e inventário 1001, "CBAR=00123  AND NINV=1001"
Mostre documentos com recomendação de professores desde 2018, "REC=professores  AND DEX>=2018"
Pesquisar livros infantis desde 2015, "FE=infantil  AND DP>=2015"
Encontrar obras de arte com folha cartográfica 1234, "SE=arte  AND FL=1234"
Listar registros de física teórica desde 2005, "ASS=física teórica  AND DP>=2005"
Mostre documentos sobre biologia marinha até 2008, "ASS=biologia marinha  AND DP<=2008"
Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
Listar registros de física nuclear desde 2010, "ASS=física nuclear  AND DP>=2010"
Mostre documentos sobre literatura italiana até 2005, "ASS=literatura italiana  AND DP<=2005"
Pesquisar publicações sobre história contemporânea desde 1990, "ASS=história contemporânea  AND DP>=1990"
Encontrar publicações sobre geografia física até 2015, "ASS=geografia física  AND DP<=2015"
Listar registros de matemática pura desde 2018, "ASS=matemática pura  AND DP>=2018"
Mostre documentos sobre economia global até 2007, "ASS=economia global  AND DP<=2007"
Pesquisar publicações com ISBN 978-0-19-852663-6, "ISBN=978-0-19-852663-6"
Encontrar publicações com ISSN 4321-8765, "ISSN=4321-8765"
Listar registros de história medieval desde 2010, "ASS=história medieval  AND DP>=2010"
Mostre documentos sobre sociologia até 2005, "ASS=sociologia  AND DP<=2005"
Pesquisar publicações sobre arte contemporânea desde 1990, "ASS=arte contemporânea  AND DP>=1990"
Encontrar publicações sobre música clássica até 2015, "ASS=música clássica  AND DP<=2015"
Listar registros de engenharia civil desde 2018, "ASS=engenharia civil  AND DP>=2018"
Mostre documentos sobre ciência política global até 2007, "ASS=ciência política global  AND DP<=2007"
Pesquisar publicações com ISBN 978-3-16-148410-0, "ISBN=978-3-16-148410-0"
Encontrar publicações com ISSN 1234-5678, "ISSN=1234-5678"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
Pesquisar publicações com ISBN 978-0-19-852663-6, "ISBN=978-0-19-852663-6"
Encontrar publicações com ISSN 4321-8765, "ISSN=4321-8765"
Listar registros de história medieval desde 2010, "ASS=história medieval  AND DP>=2010"
Mostre documentos sobre sociologia até 2005, "ASS=sociologia  AND DP<=2005"
Pesquisar publicações sobre arte contemporânea desde 1990, "ASS=arte contemporânea  AND DP>=1990"
Encontrar publicações sobre música clássica até 2015, "ASS=música clássica  AND DP<=2015"
Listar registros de engenharia civil desde 2018, "ASS=engenharia civil  AND DP>=2018"
Mostre documentos sobre ciência política global até 2007, "ASS=ciência política global  AND DP<=2007"
Pesquisar publicações com ISBN 978-3-16-148410-0, "ISBN=978-3-16-148410-0"
Encontrar publicações com ISSN 1234-5678, "ISSN=1234-5678"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Listar registros de literatura latino-americana desde 2012, "ASS=literatura latino-americana  AND DP>=2012"
Mostrar documentos sobre cinema nacional até 2018, "ASS=cinema nacional  AND DP<=2018"
Pesquisar publicações sobre antropologia social desde 2000, "ASS=antropologia social  AND DP>=2000"
Encontrar obras de arte sobre meio ambiente, "SE=arte  AND ASS=meio ambiente"
Listar registros de psicologia educacional desde 2010, "ASS=psicologia educacional  AND DP>=2010"
Mostrar documentos sobre sociolinguística até 2007, "ASS=sociolinguística  AND DP<=2007"
Pesquisar publicações com autor estrangeiro desde 2015, "AUT=estrangeiro  AND DP>=2015"
Encontrar livros publicados por editoras brasileiras, "ED=Brasil"
Listar registros de linguística computacional desde 2018, "ASS=linguística computacional  AND DP>=2018"
Mostrar documentos sobre teoria literária até 2005, "ASS=teoria literária  AND DP<=2005"
Pesquisar publicações em acesso aberto desde 2010, "AO=sim  AND DP>=2010"
Encontrar livros digitalizados desde 2012, "TDIG=sim  AND DP>=2012"
Listar registros sobre educação a distância desde 2015, "ASS=educação a distância  AND DP>=2015"
Mostrar documentos sobre direitos humanos até 2008, "ASS=direitos humanos  AND DP<=2008"
Pesquisar publicações sobre ética desde 2000, "ASS=ética  AND DP>=2000"
Encontrar obras de arte brasileiras do século XX, "SE=arte  AND NAIS=Brasil  AND CS=20"
Listar registros de administração pública desde 2012, "ASS=administração pública  AND DP>=2012"
Mostrar documentos sobre relações internacionais até 2018, "ASS=relações internacionais  AND DP<=2018"
Pesquisar publicações sobre sociologia do trabalho desde 2000, "ASS=sociologia do trabalho  AND DP>=2000"
Encontrar obras de arte em museus portugueses, "LOCA=museu  AND NAIS=Portugal"
Listar registros de história da arte desde 2010, "ASS=história da arte  AND DP>=2010"
Mostrar documentos sobre crítica literária até 2007, "ASS=crítica literária  AND DP<=2007"
Pesquisar publicações sobre teoria do direito desde 2015, "ASS=teoria do direito  AND DP>=2015"
Encontrar partituras musicais brasileiras, "SE=partitura  AND NAIS=Brasil"
Listar registros de ecologia desde 2018, "ASS=ecologia  AND DP>=2018"
Mostrar documentos sobre ciência da computação desde 2010, "ASS=ciência da computação  AND DP>=2010"  
Pesquisar publicações sobre tecnologias da informação e comunicação desde 2015, "ASS=tecnologias da informação e comunicação  AND DP>=2015"
esquisar publicações sobre Camões desde 1990, "AUT=Camões  AND DP>=1990"
Encontrar livros de Fern ANDo Pessoa com ISBN 978-3-16-148410-0, "AUT=Fern ANDo Pessoa  AND ISBN=978-3-16-148410-0"
Listar registros relacionados à literatura brasileira na coleção matemática, "ASS=literatura brasileira  AND COLE=matemática"
Mostre documentos sobre poesia portuguesa até 2005, "ASS=poesia portuguesa  AND DP<=2005"
Pesquisar publicações em português com ISBN 978-1-4028-9462-6, "LANG=português  AND ISBN=978-1-4028-9462-6"
Encontrar publicações com ISSN 1234-5678 do tipo artigo, "ISSN=1234-5678  AND TDOC=artigo"
Listar registros da coleção história desde 2010, "COLE=história  AND DP>=2010"
Mostre documentos de Machado de Assis até 2000, "AUT=Machado de Assis  AND DP<=2000"
Pesquisar livros físicos desde 2015, "TSUP=físico  AND DP>=2015"
Encontrar livros com depósito legal 12345 em inglês, "DL=12345  AND LANG=inglês"
Listar registros na biblioteca central com suporte digital, "BIB=central  AND TSUP=digital"
Mostre documentos na sub-biblioteca de ciências do tipo tese, "SBIB=ciências  AND TDOC=tese"
Pesquisar publicações até 2010 com cota ABC123, "DP<=2010  AND CT=ABC123"
Encontrar publicações no fundo histórico com cota XYZ789, "FUND=histórico  AND CT=XYZ789"
Listar registros com número de registro 00123 e inventário 1001, "CBAR=00123  AND NINV=1001"
Mostre documentos com recomendação de professores desde 2018, "REC=professores  AND DEX>=2018"
Pesquisar livros infantis desde 2015, "FE=infantil  AND DP>=2015"
Encontrar obras de arte com folha cartográfica 1234, "SE=arte  AND FL=1234"
Listar registros de física teórica desde 2005, "ASS=física teórica  AND DP>=2005"
Mostre documentos sobre biologia marinha até 2008, "ASS=biologia marinha  AND DP<=2008"
Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
Listar registros de física nuclear desde 2010, "ASS=física nuclear  AND DP>=2010"
Mostre documentos sobre literatura italiana até 2005, "ASS=literatura italiana  AND DP<=2005"
Pesquisar publicações sobre história contemporânea desde 1990, "ASS=história contemporânea  AND DP>=1990"
Encontrar publicações sobre geografia física até 2015, "ASS=geografia física  AND DP<=2015"
Listar registros de matemática pura desde 2018, "ASS=matemática pura  AND DP>=2018"
Mostre documentos sobre economia global até 2007, "ASS=economia global  AND DP<=2007"
Pesquisar publicações com ISBN 978-0-19-852663-6, "ISBN=978-0-19-852663-6"
Encontrar publicações com ISSN 4321-8765, "ISSN=4321-8765"
Listar registros de história medieval desde 2010, "ASS=história medieval  AND DP>=2010"
Mostre documentos sobre sociologia até 2005, "ASS=sociologia  AND DP<=2005"
Pesquisar publicações sobre arte contemporânea desde 1990, "ASS=arte contemporânea  AND DP>=1990"
Encontrar publicações sobre música clássica até 2015, "ASS=música clássica  AND DP<=2015"
Listar registros de engenharia civil desde 2018, "ASS=engenharia civil  AND DP>=2018"
Mostre documentos sobre ciência política global até 2007, "ASS=ciência política global  AND DP<=2007"
Pesquisar publicações com ISBN 978-3-16-148410-0, "ISBN=978-3-16-148410-0"
Encontrar publicações com ISSN 1234-5678, "ISSN=1234-5678"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
Pesquisar publicações com ISBN 978-0-19-852663-6, "ISBN=978-0-19-852663-6"
Encontrar publicações com ISSN 4321-8765, "ISSN=4321-8765"
Listar registros de história medieval desde 2010, "ASS=história medieval  AND DP>=2010"
Mostre documentos sobre sociologia até 2005, "ASS=sociologia  AND DP<=2005"
Pesquisar publicações sobre arte contemporânea desde 1990, "ASS=arte contemporânea  AND DP>=1990"
Encontrar publicações sobre música clássica até 2015, "ASS=música clássica  AND DP<=2015"
Listar registros de engenharia civil desde 2018, "ASS=engenharia civil  AND DP>=2018"
Mostre documentos sobre ciência política global até 2007, "ASS=ciência política global  AND DP<=2007"
Pesquisar publicações com ISBN 978-3-16-148410-0, "ISBN=978-3-16-148410-0"
Encontrar publicações com ISSN 1234-5678, "ISSN=1234-5678"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
Pesquisar publicações com ISBN 978-1-85233-394-4, "ISBN=978-1-85233-394-4"
Encontrar publicações com ISSN 7890-5432, "ISSN=7890-5432"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
Encontrar publicações sobre geografia humana até 2015, "ASS=geografia humana  AND DP<=2015"
Listar registros de matemática aplicada desde 2018, "ASS=matemática aplicada  AND DP>=2018"
Mostre documentos sobre economia internacional até 2007, "ASS=economia internacional  AND DP<=2007"
Pesquisar publicações com ISBN 978-0-19-852663-6, "ISBN=978-0-19-852663-6"
Encontrar publicações com ISSN 4321-8765, "ISSN=4321-8765"
Listar registros de história medieval desde 2010, "ASS=história medieval  AND DP>=2010"
Mostre documentos sobre sociologia até 2005, "ASS=sociologia  AND DP<=2005"
Pesquisar publicações sobre arte contemporânea desde 1990, "ASS=arte contemporânea  AND DP>=1990"
Encontrar publicações sobre música clássica até 2015, "ASS=música clássica  AND DP<=2015"
Listar registros de engenharia civil desde 2018, "ASS=engenharia civil  AND DP>=2018"
Mostre documentos sobre ciência política global até 2007, "ASS=ciência política global  AND DP<=2007"
Pesquisar publicações com ISBN 978-3-16-148410-0, "ISBN=978-3-16-148410-0"
Encontrar publicações com ISSN 1234-5678, "ISSN=1234-5678"
Listar registros de física teórica desde 2010, "ASS=física teórica  AND DP>=2010"
Mostre documentos sobre literatura espanhola até 2005, "ASS=literatura espanhola  AND DP<=2005"
Pesquisar publicações sobre história antiga desde 1990, "ASS=história antiga  AND DP>=1990"
